P187S6dM4_X	P187S6dM4_Y
0.0	0.0
0.001	0.0011279999999999999
0.002	0.001759
0.003	0.0022819999999999997
0.004	0.0027429999999999998
0.005	0.003152
0.006	0.0035229999999999997
0.006999999999999999	0.003849
0.008	0.004181
0.009	0.004475
0.01	0.004745
0.011	0.005012
0.012	0.005255999999999999
0.013	0.005497999999999999
0.013999999999999999	0.005724
0.015	0.005944
0.016	0.00615
0.016999999999999998	0.006353999999999999
0.018	0.0065439999999999995
0.019	0.006729
0.02	0.006906
0.020999999999999998	0.007078999999999999
0.022	0.007247
0.023	0.007417
0.024	0.007567
0.024999999999999998	0.0077209999999999996
0.026	0.007869
0.027	0.008017
0.027999999999999997	0.008154999999999999
0.028999999999999998	0.008298999999999999
0.03	0.008428999999999999
0.031	0.008555
0.032	0.008681999999999999
0.033	0.008813999999999999
0.033999999999999996	0.008929
0.034999999999999996	0.009047
0.036	0.009171
0.037	0.009278999999999999
0.038	0.009391
0.039	0.009503
0.04	0.009611999999999999
0.040999999999999995	0.009711
0.041999999999999996	0.009811
0.043	0.009916999999999999
0.044	0.010017999999999999
0.045	0.01011
0.046	0.010211999999999999
0.047	0.010305
0.048	0.010397
0.048999999999999995	0.010489
0.049999999999999996	0.010576
0.051	0.010666
0.052	0.010749
0.053	0.010837
0.054	0.010917999999999999
0.055	0.011001
0.055999999999999994	0.011085999999999999
0.056999999999999995	0.011164
0.057999999999999996	0.011243
0.059	0.011316
0.06	0.011393
0.061	0.01147
0.062	0.011543999999999999
0.063	0.011618
0.064	0.011689
0.065	0.01176
0.066	0.01183
0.06699999999999999	0.011899
0.06799999999999999	0.011966
0.06899999999999999	0.012033
0.06999999999999999	0.012104
0.071	0.012168
0.072	0.01223
0.073	0.012296
0.074	0.012358
0.075	0.012421
0.076	0.012483
0.077	0.012549
0.078	0.012605
0.079	0.012666
0.08	0.012721
0.081	0.012782
0.08199999999999999	0.012842
0.08299999999999999	0.012896
0.08399999999999999	0.012954
0.08499999999999999	0.013007999999999999
0.086	0.013065
0.087	0.013117
0.088	0.013169
0.089	0.013219999999999999
0.09	0.013276
0.091	0.013333
0.092	0.013382
0.093	0.013431
0.094	0.013484
0.095	0.013534
0.096	0.013583
0.09699999999999999	0.013630999999999999
0.09799999999999999	0.013682
0.09899999999999999	0.013729
0.09999999999999999	0.013774999999999999
0.10099999999999999	0.013822
0.102	0.013869
0.103	0.013911999999999999
0.104	0.013959
0.105	0.014003
0.106	0.014051
0.107	0.014093
0.108	0.014136999999999999
0.109	0.014183
0.11	0.014228
0.111	0.014266
0.11199999999999999	0.014308999999999999
0.11299999999999999	0.014352
0.11399999999999999	0.014393999999999999
0.11499999999999999	0.014433999999999999
0.11599999999999999	0.014473999999999999
0.11699999999999999	0.014516
0.118	0.014556999999999999
0.119	0.014598
0.12	0.014636999999999999
0.121	0.014674999999999999
0.122	0.014714999999999999
0.123	0.014752
0.124	0.014790999999999999
0.125	0.014827
0.126	0.014865
0.127	0.014901
0.128	0.014941
0.129	0.014979999999999999
0.13	0.015012999999999999
0.131	0.015049
0.132	0.015083999999999998
0.133	0.015120999999999999
0.13399999999999998	0.015156999999999999
0.13499999999999998	0.015188
0.13599999999999998	0.015222999999999999
0.13699999999999998	0.015259
0.13799999999999998	0.015293
0.13899999999999998	0.015326999999999999
0.13999999999999999	0.015359
0.141	0.015392
0.142	0.015425999999999999
0.143	0.015463
0.144	0.015493999999999999
0.145	0.015526
0.146	0.015557999999999999
0.147	0.015588999999999999
0.148	0.015619999999999998
0.149	0.015650999999999998
0.15	0.015683
0.151	0.015712
0.152	0.015745
0.153	0.015774
0.154	0.015805
0.155	0.015837
0.156	0.015865
0.157	0.015892
0.158	0.015923
0.159	0.015955
0.16	0.015982
0.161	0.016012
0.162	0.016038999999999998
0.163	0.016069
0.16399999999999998	0.016094999999999998
0.16499999999999998	0.016122
0.16599999999999998	0.016149
0.16699999999999998	0.016181
0.16799999999999998	0.016207
0.16899999999999998	0.016235
0.16999999999999998	0.016260999999999998
0.17099999999999999	0.016287
0.172	0.016316999999999998
0.173	0.016340999999999998
0.174	0.016368999999999998
0.175	0.016392
0.176	0.016419
0.177	0.016444
0.178	0.016472999999999998
0.179	0.016498
0.18	0.016523
0.181	0.016548
0.182	0.016572
0.183	0.016597
0.184	0.016621999999999998
0.185	0.016648
0.186	0.01667
0.187	0.016694999999999998
0.188	0.016718999999999998
0.189	0.016744
0.19	0.016767
0.191	0.016791
0.192	0.016814
0.193	0.016839
0.19399999999999998	0.016860999999999998
0.19499999999999998	0.016885
0.19599999999999998	0.016909
0.19699999999999998	0.016930999999999998
0.19799999999999998	0.016954
0.19899999999999998	0.016973
0.19999999999999998	0.016998
0.20099999999999998	0.017022
0.20199999999999999	0.017041
0.20299999999999999	0.017065999999999998
0.204	0.017086999999999998
0.205	0.01711
0.206	0.017131
0.207	0.017151
0.208	0.017174
0.209	0.017193
0.21	0.017216
0.211	0.017235999999999998
0.212	0.017255
0.213	0.017279
0.214	0.017301
0.215	0.017321
0.216	0.017341
0.217	0.01736
0.218	0.017383
0.219	0.017401
0.22	0.017422
0.221	0.017439
0.222	0.017461
0.223	0.017481
0.22399999999999998	0.017502
0.22499999999999998	0.01752
0.22599999999999998	0.017540999999999998
0.22699999999999998	0.017558
0.22799999999999998	0.017577
0.22899999999999998	0.017598
0.22999999999999998	0.017616
0.23099999999999998	0.017638
0.23199999999999998	0.017651
0.23299999999999998	0.017669999999999998
0.23399999999999999	0.017691
0.235	0.01771
0.236	0.017728
0.237	0.017744
0.238	0.017762999999999998
0.239	0.017783999999999998
0.24	0.017801
0.241	0.017818
0.242	0.017835
0.243	0.017854
0.244	0.01787
0.245	0.01789
0.246	0.017908
0.247	0.017922999999999998
0.248	0.017941
0.249	0.017957
0.25	0.017974999999999998
0.251	0.017994
0.252	0.018009999999999998
0.253	0.018026
0.254	0.018043
0.255	0.01806
0.256	0.018077
0.257	0.018092
0.258	0.018109999999999998
0.259	0.018127
0.26	0.018142
0.261	0.018158
0.262	0.018172999999999998
0.263	0.018189999999999998
0.264	0.018205
0.265	0.018222
0.266	0.018238
0.267	0.018255
0.26799999999999996	0.018272999999999998
0.26899999999999996	0.018286
0.26999999999999996	0.018302
0.27099999999999996	0.018317999999999997
0.27199999999999996	0.018331999999999998
0.27299999999999996	0.018348
0.27399999999999997	0.018363
0.27499999999999997	0.018376999999999998
0.27599999999999997	0.018394
0.27699999999999997	0.018406
0.27799999999999997	0.018425
0.27899999999999997	0.018438
0.27999999999999997	0.018452
0.28099999999999997	0.018468
0.282	0.01848
0.283	0.018494999999999998
0.284	0.01851
0.285	0.018526
0.286	0.018541
0.287	0.018553
0.288	0.01857
0.289	0.018581
0.29	0.018597
0.291	0.018612999999999998
0.292	0.018626
0.293	0.01864
0.294	0.018653
0.295	0.018667
0.296	0.018681
0.297	0.018694
0.298	0.018709999999999997
0.299	0.018722
0.3	0.018736
0.301	0.018749
0.302	0.018763
0.303	0.018775
0.304	0.018788
0.305	0.018802
0.306	0.018817
0.307	0.018827999999999998
0.308	0.018841
0.309	0.018855
0.31	0.018868
0.311	0.018882
0.312	0.018893999999999998
0.313	0.018907
0.314	0.018921
0.315	0.018933
0.316	0.018945999999999998
0.317	0.018956999999999998
0.318	0.01897
0.319	0.018983
0.32	0.018994
0.321	0.019008
0.322	0.019021
0.323	0.019032
0.324	0.019045
0.325	0.019056999999999998
0.326	0.01907
0.327	0.019082
0.32799999999999996	0.019091999999999998
0.32899999999999996	0.019105
0.32999999999999996	0.019115
0.33099999999999996	0.019129
0.33199999999999996	0.01914
0.33299999999999996	0.019153
0.33399999999999996	0.019164
0.33499999999999996	0.019177
0.33599999999999997	0.019188
0.33699999999999997	0.019199
0.33799999999999997	0.019212
0.33899999999999997	0.019223999999999998
0.33999999999999997	0.019236
0.34099999999999997	0.019247
0.34199999999999997	0.019258
0.34299999999999997	0.019268999999999998
0.344	0.01928
0.345	0.019291
0.346	0.019302
0.347	0.019316
0.348	0.019326
0.349	0.019337
0.35	0.019348
0.351	0.019358
0.352	0.01937
0.353	0.019379999999999998
0.354	0.019392
0.355	0.019402
0.356	0.019412
0.357	0.019424
0.358	0.019433
0.359	0.019444
0.36	0.019455
0.361	0.019464
0.362	0.019476
0.363	0.019485
0.364	0.019496
0.365	0.019509
0.366	0.019518999999999998
0.367	0.019528999999999998
0.368	0.01954
0.369	0.019549999999999998
0.37	0.019559999999999998
0.371	0.019570999999999998
0.372	0.019582
0.373	0.01959
0.374	0.0196
0.375	0.019611
0.376	0.019621
0.377	0.019632
0.378	0.019639999999999998
0.379	0.019652
0.38	0.01966
0.381	0.01967
0.382	0.01968
0.383	0.019688999999999998
0.384	0.0197
0.385	0.01971
0.386	0.019718
0.38699999999999996	0.019729
0.38799999999999996	0.019738
0.38899999999999996	0.019747999999999998
0.38999999999999996	0.019757
0.39099999999999996	0.019767999999999997
0.39199999999999996	0.019777
0.39299999999999996	0.019785999999999998
0.39399999999999996	0.019794
0.39499999999999996	0.019806
0.39599999999999996	0.019813
0.39699999999999996	0.019823
0.39799999999999996	0.019833
0.39899999999999997	0.019840999999999998
0.39999999999999997	0.019853
0.40099999999999997	0.01986
0.40199999999999997	0.019871
0.40299999999999997	0.019878999999999997
0.40399999999999997	0.019887
0.40499999999999997	0.019896999999999998
0.40599999999999997	0.019905
0.407	0.019915
0.408	0.019923
0.409	0.019931
0.41	0.019941999999999998
0.411	0.019951
0.412	0.019961
0.413	0.019969
0.414	0.019976999999999998
0.415	0.019986
0.416	0.019993999999999998
0.417	0.020003
0.418	0.020012
0.419	0.020019
0.42	0.020028
0.421	0.020037
0.422	0.020045999999999998
0.423	0.020055
0.424	0.020064
0.425	0.020071
0.426	0.02008
0.427	0.020089
0.428	0.020097
0.429	0.020104
0.43	0.020114999999999997
0.431	0.020121
0.432	0.020128999999999998
0.433	0.020139
0.434	0.020145
0.435	0.020154
0.436	0.020162
0.437	0.020170999999999998
0.438	0.02018
0.439	0.020187
0.44	0.020194999999999998
0.441	0.020205
0.442	0.020211
0.443	0.020218999999999997
0.444	0.020228
0.445	0.020236
0.446	0.020243
0.44699999999999995	0.020250999999999998
0.44799999999999995	0.02026
0.44899999999999995	0.020266
0.44999999999999996	0.020274999999999998
0.45099999999999996	0.020283
0.45199999999999996	0.02029
0.45299999999999996	0.020298
0.45399999999999996	0.020305
0.45499999999999996	0.020312999999999998
0.45599999999999996	0.020321
0.45699999999999996	0.020329
0.45799999999999996	0.020336999999999997
0.45899999999999996	0.020343999999999998
0.45999999999999996	0.020352
0.46099999999999997	0.02036
0.46199999999999997	0.020367
0.46299999999999997	0.020375
0.46399999999999997	0.020381
0.46499999999999997	0.02039
0.46599999999999997	0.020395999999999997
0.46699999999999997	0.020402999999999998
0.46799999999999997	0.020411
0.469	0.020419
0.47	0.020426
0.471	0.020434
0.472	0.02044
0.473	0.020447
0.474	0.020454
0.475	0.020461999999999998
0.476	0.02047
0.477	0.020475999999999998
0.478	0.020484
0.479	0.020489999999999998
0.48	0.020498
0.481	0.020503999999999998
0.482	0.020510999999999998
0.483	0.020519
0.484	0.020526
0.485	0.020534
0.486	0.02054
0.487	0.020548
0.488	0.020557
0.489	0.020562
0.49	0.020569
0.491	0.020576
0.492	0.020582
0.493	0.02059
0.494	0.020596
0.495	0.020603
0.496	0.020610999999999997
0.497	0.020614999999999998
0.498	0.020621999999999998
0.499	0.020628999999999998
0.5	0.020635
0.501	0.020642
0.502	0.020649
0.503	0.020657
0.504	0.020662999999999997
0.505	0.020669999999999997
0.506	0.020676999999999997
0.507	0.020683
0.508	0.02069
0.509	0.020696
0.51	0.020701
0.511	0.02071
0.512	0.020716
0.513	0.020721999999999997
0.514	0.020728999999999997
0.515	0.020735
0.516	0.020742
0.517	0.020746
0.518	0.020753999999999998
0.519	0.02076
0.52	0.020766
0.521	0.020773999999999997
0.522	0.020779
0.523	0.020786
0.524	0.020791
0.525	0.020798
0.526	0.020805
0.527	0.02081
0.528	0.020815999999999998
0.529	0.020822999999999998
0.53	0.020829
0.531	0.020834
0.532	0.020839999999999997
0.533	0.020849
0.534	0.020855
0.535	0.02086
0.5359999999999999	0.020866
0.5369999999999999	0.020873
0.5379999999999999	0.020878
0.5389999999999999	0.020884
0.5399999999999999	0.02089
0.5409999999999999	0.020895999999999998
0.5419999999999999	0.020902
0.5429999999999999	0.020908
0.5439999999999999	0.020912999999999998
0.5449999999999999	0.020919
0.5459999999999999	0.020926
0.5469999999999999	0.020932
0.5479999999999999	0.020938
0.5489999999999999	0.020943
0.5499999999999999	0.020949
0.5509999999999999	0.020954999999999998
0.5519999999999999	0.020961
0.5529999999999999	0.020967
0.5539999999999999	0.020971999999999998
0.5549999999999999	0.020978
0.5559999999999999	0.020984
0.5569999999999999	0.020989999999999998
0.5579999999999999	0.020995
0.5589999999999999	0.021001
0.5599999999999999	0.021006
0.5609999999999999	0.021012
0.5619999999999999	0.021016999999999997
0.563	0.021023
0.564	0.021029
0.565	0.021034999999999998
0.566	0.021041
0.567	0.021046
0.568	0.021051
0.569	0.021057
0.57	0.021063
0.571	0.021068999999999997
0.572	0.021074
0.573	0.021079
0.574	0.021085
0.575	0.021089999999999998
0.576	0.021095
0.577	0.021102
0.578	0.021106
0.579	0.021112
0.58	0.021117
0.581	0.021122
0.582	0.021127999999999997
0.583	0.021131999999999998
0.584	0.021138999999999998
0.585	0.021144
0.586	0.021148999999999998
0.587	0.021155
0.588	0.021159
0.589	0.021165
0.59	0.021169999999999998
0.591	0.021174
0.592	0.021179999999999997
0.593	0.021185
0.594	0.021193
0.595	0.021197
0.596	0.021202
0.597	0.021207999999999998
0.598	0.021211999999999998
0.599	0.021217
0.6	0.021223
0.601	0.021227
0.602	0.021231999999999997
0.603	0.021237
0.604	0.021244
0.605	0.021248
0.606	0.021252999999999998
0.607	0.021258
0.608	0.021263
0.609	0.021269
0.61	0.021273
0.611	0.021276999999999997
0.612	0.021283
0.613	0.021287999999999998
0.614	0.021293
0.615	0.021297999999999997
0.616	0.021301999999999998
0.617	0.021308
0.618	0.021311999999999998
0.619	0.021318
0.62	0.021322999999999998
0.621	0.021327
0.622	0.021332999999999998
0.623	0.021337
0.624	0.021342
0.625	0.021346
0.626	0.021351
0.627	0.021356
0.628	0.02136
0.629	0.021365
0.63	0.02137
0.631	0.021374999999999998
0.632	0.02138
0.633	0.021384999999999998
0.634	0.021391
0.635	0.021394999999999997
0.636	0.021398999999999998
0.637	0.021404
0.638	0.021408999999999997
0.639	0.021412999999999998
0.64	0.021418
0.641	0.021422
0.642	0.021426999999999998
0.643	0.021432
0.644	0.021436
0.645	0.021440999999999998
0.646	0.021445
0.647	0.021449
0.648	0.021453999999999997
0.649	0.021457999999999998
0.65	0.021463
0.651	0.021467
0.652	0.021471999999999998
0.653	0.021477
0.654	0.021481
0.6549999999999999	0.021485999999999998
0.6559999999999999	0.02149
0.6569999999999999	0.021495999999999998
0.6579999999999999	0.021499
0.6589999999999999	0.021504
0.6599999999999999	0.021509
0.6609999999999999	0.021512999999999997
0.6619999999999999	0.021518
0.6629999999999999	0.021522
0.6639999999999999	0.021526
0.6649999999999999	0.021530999999999998
0.6659999999999999	0.021535
0.6669999999999999	0.02154
0.6679999999999999	0.021544
0.6689999999999999	0.021547999999999998
0.6699999999999999	0.021551999999999998
0.6709999999999999	0.021556
0.6719999999999999	0.021561999999999998
0.6729999999999999	0.021566
0.6739999999999999	0.021568999999999998
0.6749999999999999	0.021574
0.6759999999999999	0.021578
0.6769999999999999	0.021582999999999998
0.6779999999999999	0.021585999999999998
0.6789999999999999	0.021589999999999998
0.6799999999999999	0.021596
0.6809999999999999	0.021599999999999998
0.6819999999999999	0.021603999999999998
0.6829999999999999	0.021608
0.6839999999999999	0.021612
0.6849999999999999	0.021616
0.6859999999999999	0.02162
0.6869999999999999	0.021623999999999997
0.688	0.021627999999999998
0.689	0.021632
0.69	0.021637999999999998
0.691	0.021641
0.692	0.021644999999999998
0.693	0.02165
0.694	0.021653
0.695	0.021658
0.696	0.021661
0.697	0.021665
0.698	0.02167
0.699	0.021672999999999998
0.7	0.021678
0.701	0.021681
0.702	0.021686
0.703	0.021691
0.704	0.021693999999999998
0.705	0.021699
0.706	0.021702
0.707	0.021706
0.708	0.02171
0.709	0.021714
0.71	0.021717999999999998
0.711	0.021721999999999998
0.712	0.021724999999999998
0.713	0.02173
0.714	0.021733
0.715	0.021738
0.716	0.021741
0.717	0.021745
0.718	0.021748999999999998
0.719	0.021754
0.72	0.021758
0.721	0.021762
0.722	0.021765
0.723	0.021769
0.724	0.021773
0.725	0.021776999999999998
0.726	0.021781
0.727	0.021783999999999998
0.728	0.021788
0.729	0.021792
0.73	0.021796
0.731	0.0218
0.732	0.021803
0.733	0.021807
0.734	0.021811
0.735	0.021814
0.736	0.021818
0.737	0.021821999999999998
0.738	0.021825999999999998
0.739	0.021828999999999998
0.74	0.021832999999999998
0.741	0.021837
0.742	0.02184
0.743	0.021844
0.744	0.021848
0.745	0.021851
0.746	0.021855
0.747	0.021859
0.748	0.021863
0.749	0.021866
0.75	0.021869
0.751	0.021873999999999998
0.752	0.021877
0.753	0.021880999999999998
0.754	0.021884
0.755	0.021887
0.756	0.021892
0.757	0.021894999999999998
0.758	0.021899
0.759	0.021901999999999998
0.76	0.021904999999999997
0.761	0.02191
0.762	0.021913
0.763	0.021917
0.764	0.02192
0.765	0.021922999999999998
0.766	0.021927
0.767	0.021929999999999998
0.768	0.021935
0.769	0.021938
0.77	0.021941
0.771	0.021945
0.772	0.021948
0.773	0.021952
0.7739999999999999	0.021955
0.7749999999999999	0.021958
0.7759999999999999	0.021962
0.7769999999999999	0.021965
0.7779999999999999	0.021969
0.7789999999999999	0.021972
0.7799999999999999	0.021974999999999998
0.7809999999999999	0.021979
0.7819999999999999	0.021981999999999998
0.7829999999999999	0.021984999999999998
0.7839999999999999	0.021988999999999998
0.7849999999999999	0.021991999999999998
